S.No,Domain,Category,Region
676,ahataxis.com,Alcohol & Tobacco,India
677,ahchospital.org,Healthcare & Hospitals,India
678,ahdfurniture.com,Home & Living,Global
679,ahhaaaa.com,Fashion & Apparel,India
680,ahhelmets.in,Fashion & Apparel,India
681,ahika.in,Fashion & Apparel,India
682,ahistatea.com,Glass; Ceramics & Nonmetallic Minerals,India
683,ahlandates.com,Unknown,Global
684,ahlconinternational.com,Schools & Universities,India
685,ahlconpublicschool.com,EdTech,Global
686,ahlussunnabooks.org,Religious & Spiritual,India
687,ahmedabadbrts.org,Government & Public Sector,Global
688,ahmedabaddesignweek.com,Electronics & Tech,India
689,ahmedabadfish.com,Unknown,Global
690,ahmedabadtourism.in,Travel & Ticketing,India
691,ahmev.in,Unknown,India
692,ahobilam.net,Religious & Spiritual,Global
693,ahooza.com,Ecommerce/Retail,Global
694,ai11.in,Betting & Fantasy Sports,India
695,aiaccountant.com,Ecommerce/Retail,India
696,aiadmk.org.in,News & Media,India
697,aiadventures.in,AI & Data Science,India
698,aiandbeyond.ai,AI & Data Science,Global
699,aibi.org.in,Banking & Financial Services,India
700,aibsnleachq.in,EdTech,India
701,aibucket.io,News & Media,US
702,aicee.in,EdTech,India
703,aicehealthcare.com,Health & Wellness Services,Global
704,aicofindia.com,Agriculture,India
705,aicrack.in,EdTech,India
706,aicteinternship.in,Government & Public Sector,India
707,aidanglobal.com,Unknown,Global
708,aidemos.com,EdTech,US
709,aidoos.com,HR & Recruitment,India
710,aidtm.in,Schools & Universities,India
711,aieeseprimary.co.in,EdTech,India
712,aieesesecondary.co.in,EdTech,India
713,aifer.in,EdTech,India
714,aiforindonesia.com,AI & Data Science,Global
715,aifortechies.in,Home & Living,India
716,aigindia.net,Health & Wellness Services,Global
717,aiimsbilaspur.edu.in,Health & Wellness Services,India
718,aiimsgorakhpur.in,Health & Wellness Services,India
719,aiimsguwahati.in,Schools & Universities,India
720,aiimsjammu.edu.in,Government & Public Sector,India
721,aiimsmadurai.edu.in,Government & Public Sector,India
722,aiimsrbl.edu.in,Healthcare & Hospitals,India
723,aijel.co.in,Education Services (Non-Digital),India
724,aijr.org,Publishing & Books,India
725,aikaa.villas,Real Estate,India
726,aiknewshd.tv,News & Media,India
727,aikotoys.com,Baby & Kids,India
728,ailoitte.com,Health & Wellness Services,US
729,ailvilhealthcare.com,Health & Wellness Services,Global
730,aim.ac.in,Construction & Building Materials,India
731,aimah.tours,Religious & Spiritual,India
732,aimc.in,NGO & Non-Profit,India
733,aimdrjournal.com,Health & Wellness Services,Global
734,aimerworld.com,Dating & Matchmaking,US
735,aimim.org,NGO & Non-Profit,Global
736,aimindia.in,Government & Public Sector,India
737,aimit.edu.in,EdTech,India
738,aimlay.com,Health & Wellness Services,Global
739,aimoretechnologies.com,Construction & Building Materials,India
740,aimshospital.co.in,Healthcare & Hospitals,India
741,aimstorms.com,Social Media & Platforms,India
742,ainmane.com,Food & Beverage,India
743,ainow.in,Electronics & Tech,India
744,aioe.in,Manufacturing,India
745,aipandit.co.in,Betting & Fantasy Sports,India
746,aipl.com,Real Estate,India
747,aipmstsecondary.co.in,EdTech,India
748,aipnalagarh.com,Web Hosting & Domains,Global
749,aiprep.in,EdTech,India
750,aipresets.in,Unknown,India
751,aiptia.org,Professional & Trade Associations,Global
752,aipublications.com,Office & Stationery,Global
753,aipublish.com,Publishing & Books,Global
754,aiqod.com,Logistics,India
755,airaindia.com,Manufacturing,India
756,airambulance-india.com,Healthcare & Hospitals,Global
757,airavatindia.com,Fitness & Gym,India
758,airawathandicraft.com,Home & Living,India
759,airblack.com,Beauty & Personal Care,Global
760,airccse.com,Publishing & Books,Global
761,airchartersindia.net,Airlines & Aviation,India
762,aircooledvintageworks.com,Art & Collectibles,Global
763,aircwou.in,EdTech,India
764,airexpertindia.com,Manufacturing,India
765,airforceschoolchandigarh.com,Unknown,Global
766,airforceschoolgkp.in,EdTech,India
767,airgunking.com,Legal,India
768,airgunpellets.in,Ecommerce/Retail,India
769,airheritage.in,Museums; Heritage & Culture,India
770,airhs.in,Travel & Ticketing,India
771,airiq.com,Logistics,Global
772,airlesspaintingindia.com,Art & Collectibles,India
773,airlineprepschool.com,Airlines & Aviation,Global
774,airlo.in,Automotive,India
775,airmag.in,Baby & Kids,India
776,airodo.in,Beauty & Personal Care,India
777,airofyindia.com,Construction & Building Materials,India
778,airolam.com,Video & Film Production,India
779,aironline.in,Ecommerce/Retail,India
780,airowater.com,Unknown,Global
781,airoxnigen.com,Energy & Utilities,Global
782,airplantplanet.com,Home & Living,India
783,airportchandigarh.com,Airlines & Aviation,Global
784,airportzo.com,Airlines & Aviation,India
785,airpro.in,Unknown,India
786,airroma.in,Beauty & Personal Care,India
787,airsewa.gov.in,Airlines & Aviation,India
788,airsoftbazaar.shop,Web Hosting & Domains,EU
789,airsonshoes.com,Fashion & Apparel,Global
790,airtechpurifier.com,Home & Living,India
791,airtel.net.au,Telecom,Global
792,airtel.sc,Telecom,Global
793,airth.in,Electronics & Tech,India
794,airveda.com,Electronics & Tech,Global
795,airwayscourier.co.in,Logistics,India
796,airwhizz.com,Airlines & Aviation,Global
797,airwill.in,Home & Living,India
798,airwingsindia.com,Logistics,Global
799,airytek.com,Electronics & Tech,India
800,aisats.in,Airlines & Aviation,India
801,aischennai.org,Schools & Universities,Global
802,aisectuniversityjharkhand.ac.in,EdTech,India
803,aisee.co.in,EdTech,India
804,aishaimranofficial.com,Unknown,Global
805,aisharao.com,Fashion & Apparel,India
806,aishwariyalaxmi.com,Fashion & Apparel,Global
807,aishwaryadesignstudio.com,Unknown,Global
808,aishwaryamoils.com,Food & Beverage,India
809,aishwaryamtrust.com,NGO & Non-Profit,India
810,aisle.kr,Unknown,South Korea
811,aisnahan.in,EdTech,India
812,aisp.in,Electronics & Tech,India
813,aissms.org,Social Media & Platforms,India
814,aissmschmct.in,Restaurant & Hospitality,India
815,aissmscoe.com,Construction & Building Materials,India
816,aissmsioit.org,Schools & Universities,India
817,aissmsioitesci.edu.in,Health & Wellness Services,India
818,aissmspoly.org.in,EdTech,India
819,aistic.gov.in,Government & Public Sector,India
820,aistudent.community,Unknown,Global
821,aiswindows.com,Home & Living,US
822,aitechtonic.com,Forestry & Timber,Global
823,aitoolbox.in,Education Services (Non-Digital),India
824,aitoolhouse.com,AI & Data Science,Global
825,aitr.ac.in,Construction & Building Materials,India
826,aitraining.institute,Education Services (Non-Digital),Germany
827,aits-tpt.edu.in,EdTech,India
828,aitskadapa.ac.in,AI & Data Science,India
829,aitsrajampet.ac.in,Schools & Universities,India
830,aitude.com,AI & Data Science,Global
831,aivoov.com,Home & Living,Global
832,aiwaindia.com,Electronics & Tech,India
833,aiwo.com,Health & Wellness,India
834,aiysee.com,EdTech,Global
835,aizawl.nic.in,Government & Public Sector,India
836,ajabgjab.com,News & Media,Global
837,ajackus.com,SaaS & B2B,Global
838,ajantabottle.com,Baby & Kids,India
839,ajantafireworks.co.in,Home & Living,India
840,ajantahc.com,Museums; Heritage & Culture,Global
841,ajarabank.com,Banking & Financial Services,Global
842,ajaymodi.com,Travel & Ticketing,US
843,ajayprakashan.in,EdTech,India
844,ajaytools.com,Home & Living,Global
845,ajiet.edu.in,Construction & Building Materials,India
846,ajivikafinance.in,Social Media & Platforms,India
847,ajmeraxchange.co.in,Commodities & Trading,India
848,ajmerccb.com,Banking & Financial Services,India
849,ajnaajewels.com,Jewelry,India
850,ajoobaa.in,Fashion & Apparel,India
851,ajsglobal.com,Legal,Global
852,ajskilldevelopment.com,Construction & Building Materials,India
853,ajuniorvc.com,Jewelry,India
854,ak4tsay1.com,Sports Leagues & Professional Sports,Global
855,akalinfo.com,HR & Recruitment,Global
856,akarprakar.com,Unknown,Global
857,akashcable.com,Wholesale & Distribution,Chennai, Tamil Nadu, India
858,akashvani.gov.in,Music & Audio,India
859,akasoevents.com,Office & Stationery,India
860,akbarcab.com,Airlines & Aviation,India
861,akgec.ac.in,Construction & Building Materials,India
862,akgms.edu.in,Schools & Universities,India
863,akhandanandbank.com,Banking & Financial Services,Global
864,akhandjyoti.com,Healthcare & Hospitals,US
865,akinik.com,Office & Stationery,India
866,akinna.com,Fashion & Apparel,India
867,akira.ai,AI & Data Science,Global
868,akiraback.com,Unknown,Global
869,akmefintrade.com,Automotive,Global
870,akmglobal.com,Professional Services,India
871,akolaurbanbank.com,Banking & Financial Services,Global
872,aksharaananda.com,Wellness Tourism & Retreats,India
873,akshaya.com,Real Estate,UK
874,aksigenivf.com,Healthcare & Hospitals,India
875,aktive.co.in,Health & Wellness Services,India
876,aktivsoftware.com,Wholesale & Distribution,Global
877,aku.ac.in,EdTech,India
878,akway.in,Home & Living,India
879,al-baik.com,Restaurant & Hospitality,India
880,aladdinvapestore.in,Unknown,India
881,alameenpharmacy.edu,Pharmacy & Optical,Global
882,alamodelabel.in,Unknown,India
883,alankaram.in,Home & Living,India
884,alavibank.com,Banking & Financial Services,Global
885,albatrossmedia.in,Betting & Fantasy Sports,India
886,albeli.co,Fashion & Apparel,India
887,alberttusk.com,Fashion & Apparel,India
888,albia.in,Wholesale & Distribution,India
889,albine.in,Grocery & Supermarket,India
890,albionbankauctions.com,Banking & Financial Services,UK
891,alc.edu.in,Schools & Universities,India
892,alchemistroastery.com,Pharmacy & Optical,Global
893,alchempro.com,Professional Services,US
894,alchemycapital.com,FinTech,India
895,alchemytradex.com,Beauty & Personal Care,US
896,alcheringa.co.in,Schools & Universities,India
897,alcirclebiz.com,Ecommerce/Retail,Global
898,alcissports.com,Fashion & Apparel,India
899,alcofoods.com,Food & Beverage,India
900,alcorinfotech.com,Electronics & Tech,US
901,alcsindia.com,Salon & Spa,India
902,aldaindia.com,Home & Living,Global
903,aldine.edu.in,Social Media & Platforms,India
904,aldrome.com,Beauty & Personal Care,India
905,aldun.com,Healthcare & Hospitals,India
906,aleiit.com,EdTech,India
907,alephindia.in,Manufacturing,India
908,alesons.com,Food & Beverage,India
909,alexahire.com,HR & Recruitment,US
910,alexanderheritage.in,Museums; Heritage & Culture,India
911,alexisglobal.in,Logistics,India
912,alexisindia.com,Fashion & Apparel,Global
913,alexjewellery.com,Jewelry,India
914,alfafire.in,Unknown,India
915,alfalahuniversity.edu.in,Health & Wellness Services,India
916,alfasoft.in,Restaurant & Hospitality,India
917,alfasolution.co.in,Electronics & Tech,India
918,alfastore.co.in,Unknown,India
919,alfyi.com,Home & Living,US
920,algatesinsurance.in,Insurance,India
921,algobulls.com,SaaS & B2B,India
922,algocamp.io,EdTech,India
923,algodeltafx.com,Banking & Financial Services,Global
924,algofox.in,Home & Living,India
925,algofusionai.com,Nuclear & Atomic Energy,US
926,algomage.com,Betting & Fantasy Sports,Indonesia
927,algomojo.com,Commodities & Trading,India
928,algoprep.in,Schools & Universities,India
929,algorisys.com,AI & Data Science,Global
930,algoritha.in,News & Media,India
931,algotradingbridge.in,Unknown,India
932,algouniversity.com,Construction & Building Materials,India
933,alhamdagro.com,Food & Beverage,Global
934,alhindvisa.com,Government & Public Sector,Global
935,ali-rosen.com,Food & Beverage,US
936,aliansoftware.com,Health & Wellness Services,Global
937,alibagrealestate.com,Real Estate,India
938,alibrothersperfumer.com,Beauty & Personal Care,India
939,alicantodrugs.com,Unknown,Global
940,aliciasouza.com,Office & Stationery,India
941,aliensgroup.in,Real Estate,India
942,aliftechsecure.in,Security & Surveillance,India
943,alignbooks.com,SaaS & B2B,India
944,alippo.com,Ecommerce/Retail,US
945,alirfantours.com,Religious & Spiritual,India
946,alishabaht.com,HR & Recruitment,India
947,alita.pk,Jewelry,India
948,alittlefable.com,Fashion & Apparel,India
949,alixstore.in,Ecommerce/Retail,India
950,aliyahealthcare.com,Health & Wellness Services,Global
951,aliyana.in,Fashion & Apparel,India
952,alizfoods.in,Unknown,India
953,aljamiatulashrafia.in,EdTech,India
954,alkarty.com,Unknown,Global
955,alkhairfoam.com,Home & Living,US
956,alkhairsociety.com,Cooperatives & Community Commerce,India
957,alkhan.com.pk,Restaurant & Hospitality,India
958,alkhans.com,Restaurant & Hospitality,UK
959,alkinwater.co.in,Water & Sanitation,India
960,alkonplastics.com,Rubber; Plastics & Composites,Global
961,alkraft.com,Aerospace & Defense,India
962,alkylamines.com,Chemicals & Petrochemicals,India
963,allaboutbelgaum.com,News & Media,India
964,allaboutcity.in,Jewelry,India
965,allabouteve.co.in,Beauty & Personal Care,India
966,allaboutfpga.com,Electronics & Tech,India
967,allaboutmusic.in,Social Media & Platforms,India
968,allanagroup.in,Food & Beverage,India
969,allarabic.in,Beauty & Personal Care,India
970,allbirds.com,Fashion & Apparel,US
971,alldigitech.com,Real Estate,Global
972,allegiance-educare.in,EdTech,India
973,allencooperindia.com,Fashion & Apparel,India
974,allenhouse.ac.in,Schools & Universities,India
975,allenlab.com,Health & Wellness Services,India
976,alleppeyhouseboat.in,Food & Beverage,India
977,alleppeyhouseboatclub.com,Travel & Ticketing,India
978,allergyfree.co.in,Unknown,India
979,allextreme.in,Unknown,India
980,alley.edu.pk,EdTech,India
981,allfortechonline.com,Security & Surveillance,India
982,allgoodscents.com,Beauty & Personal Care,India
983,allherbs.com,Unknown,Global
984,allianceinternational.co.in,Professional Services,India
985,alliancepuc.edu.in,Schools & Universities,India
986,alliedbookco.in,Ecommerce/Retail,India
987,alligatorautomations.com,Unknown,Global
988,alligatorsolar.com,Energy & Utilities,India
989,allincapital.vc,Private Equity & Venture Capital,US
990,allindiajangam.com,News & Media,Global
991,allindiaroundup.com,Crypto & Web3,US
992,allinexporters.com,Unknown,Global
993,allinonebanking.co.in,Banking & Financial Services,India
994,allinonewholesale.in,Home & Living,India
995,allkey.org,Office & Stationery,Global
996,allkeys.in,Gaming & Esports,India
997,allmiles.in,Banking & Financial Services,India
998,allmistree.com,Home Services,India
999,allmovieshub.co.in,Media & Entertainment,India
1000,allmultidisciplinaryjournal.com,Office & Stationery,India
1001,allofficials.in,Fashion & Apparel,India
1002,allohealth.care,Health & Wellness Services,India
1003,alloroots.com,Health & Wellness Services,India
1004,allphastore.com,Unknown,Global
1005,allresearchjournal.com,Office & Stationery,India
1006,allschoolscolleges.com,EdTech,Global
1007,allseasonsz.com,Travel & Ticketing,India
1008,alltalent.com,Manufacturing,India
1009,alltechmagazine.com,FinTech,Global
1010,allthingsdev.co,Ecommerce/Retail,US
1011,allthingsfun.in,Web Hosting & Domains,India
1012,allthingsmochi.com,Ecommerce/Retail,India
1013,allthingsvedic.in,Social Media & Platforms,India
1014,alltoolsdirect.com,Unknown,Global
1015,alltrend.in,Jewelry,India
1016,alltypehacks.in,Gaming & Esports,India
1017,allurecosmetics.in,Beauty & Personal Care,India
1018,alluremedspa.in,Health & Wellness Services,India
1019,allurethaispa.in,Salon & Spa,India
1020,allusedcars.in,Automotive,India
1021,allwishesapps.com,Religious & Spiritual,Global
1022,allyourchoice.co.in,News & Media,India
1023,almaaribypooja.in,Unknown,India
1024,almaherbal.com,Unknown,Global
1025,almajidperfumes.com,Beauty & Personal Care,India
1026,almamagazines.com,Office & Stationery,India
1027,almamaterstore.in,Unknown,India
1028,almasoem.sch.id,Schools & Universities,Indonesia
1029,almightycoir.com,Unknown,Global
1030,almondbooks.com,EdTech,India
1031,almondhouse.com,Food & Beverage,India
1032,almonds.ai,News & Media,Global
1033,almora.nic.in,Government & Public Sector,India
1034,almostgods.com,Fashion & Apparel,India
1035,almowear.com,Unknown,Global
1036,alocaltribe.com,Jewelry,India
1037,aloeecell.com,Wholesale & Distribution,India
1038,aloestoreindia.in,Unknown,India
1039,alofrut.com,Unknown,Global
1040,alogic.in,Electronics & Tech,India
1041,alohaa.ai,News & Media,Global
1042,alokind.com,Textiles & Fabrics,India
1043,aloktools.com,Unknown,Global
1044,alomaxacp.com,Construction & Building Materials,India
1045,alonge.in,Fashion & Apparel,India
1046,alonzoshoes.in,Fashion & Apparel,India
1047,aloysius.vic.edu.au,EdTech,Australia
1048,alpastrology.com,EdTech,US
1049,alphacases.in,Unknown,India
1050,alphacoach.app,Fitness & Gym,Global
1051,alphacorp.in,Real Estate,India
1052,alphaeduabroad.com,Web Hosting & Domains,US
1053,alphaholidays.in,Travel & Ticketing,India
1054,alphaindia.com,Fashion & Apparel,Global
